Timestamp,Turbine_ID,Wind_Speed_m_s,Power_Output_kW,Grid_Voltage_V,Rotor_Current_A,Ambient_Temp_C,IGBT_Phase_Temp_C,Status,Error_Code
2025-01-01 03:50:00,WTG_NX_001,3.44,123.84,687.3,109.5,23.3,22.8,Normal,0
2025-01-01 04:00:00,WTG_NX_001,5.64,552.92,685.5,490.2,21.1,30.0,Normal,0
2025-01-01 04:10:00,WTG_NX_001,7.28,975.11,694.3,853.6,13.9,29.6,Normal,0
2025-01-01 04:20:00,WTG_NX_001,4.12,183.16,687.0,162.0,18.5,22.6,Normal,0
2025-01-01 04:30:00,WTG_NX_001,7.94,1273.96,686.3,1128.2,18.9,33.5,Normal,0
2025-01-01 04:40:00,WTG_NX_001,5.5,523.92,687.2,463.4,24.2,31.5,Normal,0
2025-01-01 04:50:00,WTG_NX_001,6.27,592.91,690.0,522.3,23.9,31.4,Normal,0
2025-01-01 05:00:00,WTG_NX_001,5.5,491.92,695.1,430.1,24.6,30.1,Normal,0
2025-01-01 05:10:00,WTG_NX_001,11.63,4043.2,686.9,3577.2,21.0,75.7,Warning,101
2025-01-01 05:20:00,WTG_NX_001,6.97,771.8,690.0,679.8,20.8,30.4,Normal,0
2025-01-01 05:30:00,WTG_NX_001,4.36,279.77,692.1,245.7,26.6,29.8,Normal,0
2025-01-01 05:40:00,WTG_NX_001,9.06,1981.2,698.2,1724.6,26.6,50.2,Normal,0
2025-01-01 05:50:00,WTG_NX_001,3.95,147.55,688.3,130.3,22.4,25.8,Normal,0
2025-01-01 06:00:00,WTG_NX_001,7.52,1066.45,690.3,938.9,9.9,26.9,Normal,0
2025-01-01 06:10:00,WTG_NX_001,2.1,0.0,690.3,0.0,18.5,20.7,Normal,0
2025-01-01 06:20:00,WTG_NX_001,3.68,0.0,689.9,0.0,19.5,18.6,Normal,0
2025-01-01 06:30:00,WTG_NX_001,7.49,1181.5,685.6,1047.4,23.9,40.3,Normal,0
2025-01-01 06:40:00,WTG_NX_001,8.85,1865.82,686.7,1651.4,16.3,43.3,Normal,0
2025-01-01 06:50:00,WTG_NX_001,7.43,1088.74,682.3,969.8,17.3,32.6,Normal,0
2025-01-01 07:00:00,WTG_NX_001,6.71,828.95,686.6,733.8,5.4,17.5,Normal,0
2025-01-01 07:10:00,WTG_NX_001,6.25,573.93,679.9,513.0,5.8,15.2,Normal,0
2025-01-01 07:20:00,WTG_NX_001,3.3,100.33,688.9,88.5,26.9,29.5,Normal,0
2025-01-01 07:30:00,WTG_NX_001,5.2,447.06,683.0,397.8,19.8,22.6,Normal,0
2025-01-01 07:40:00,WTG_NX_001,5.85,509.46,688.8,449.5,23.1,30.0,Normal,0
2025-01-01 07:50:00,WTG_NX_001,9.64,2366.13,693.5,2073.5,30.8,61.2,Normal,0
2025-01-01 08:00:00,WTG_NX_001,7.86,1217.04,691.2,1070.1,16.0,35.0,Normal,0
2025-01-01 08:10:00,WTG_NX_001,2.59,0.0,687.2,0.0,17.6,19.1,Normal,0
2025-01-01 08:20:00,WTG_NX_001,7.81,1232.78,686.8,1090.9,28.3,43.0,Normal,0
2025-01-01 08:30:00,WTG_NX_001,6.04,574.83,693.3,503.9,11.8,20.4,Normal,0
2025-01-01 08:40:00,WTG_NX_001,5.31,336.64,694.1,294.8,15.2,21.0,Normal,0
2025-01-01 08:50:00,WTG_NX_001,8.53,1671.11,694.3,1462.8,21.3,42.7,Normal,0
2025-01-01 09:00:00,WTG_NX_001,9.58,2259.02,697.4,1968.8,16.5,44.0,Normal,0
2025-01-01 09:10:00,WTG_NX_001,9.33,2147.06,686.0,1902.1,15.2,40.9,Normal,0
2025-01-01 09:20:00,WTG_NX_001,4.9,282.6,689.6,249.1,21.2,26.9,Normal,0
2025-01-01 09:30:00,WTG_NX_001,6.23,655.13,689.0,577.8,19.0,28.7,Normal,0
2025-01-01 09:40:00,WTG_NX_001,7.83,1312.87,690.6,1155.3,17.7,33.0,Normal,0
2025-01-01 09:50:00,WTG_NX_001,9.44,2117.66,693.3,1856.3,22.9,51.9,Normal,0
2025-01-01 10:00:00,WTG_NX_001,5.8,502.21,697.0,437.9,17.6,26.1,Normal,0
2025-01-01 10:10:00,WTG_NX_001,6.54,725.13,687.0,641.5,23.0,33.4,Normal,0
2025-01-01 10:20:00,WTG_NX_001,4.23,215.53,690.4,189.7,19.8,27.4,Normal,0
2025-01-01 10:30:00,WTG_NX_001,4.01,227.07,693.6,199.0,20.6,25.6,Normal,0
2025-01-01 10:40:00,WTG_NX_001,9.03,1944.22,690.1,1712.2,18.5,44.0,Normal,0
2025-01-01 10:50:00,WTG_NX_001,10.39,2762.88,691.1,2429.8,17.6,57.2,Normal,0
2025-01-01 11:00:00,WTG_NX_001,6.82,827.04,684.1,734.8,19.8,28.7,Normal,0
2025-01-01 11:10:00,WTG_NX_001,9.51,2262.65,691.5,1988.8,24.8,53.0,Normal,0
2025-01-01 11:20:00,WTG_NX_001,7.9,1287.65,683.2,1145.5,23.5,41.7,Normal,0
2025-01-01 11:30:00,WTG_NX_001,5.39,431.94,690.0,380.5,22.1,31.0,Normal,0
2025-01-01 11:40:00,WTG_NX_001,7.9,1271.4,690.7,1118.7,14.6,29.6,Normal,0
2025-01-01 11:50:00,WTG_NX_001,10.85,3326.65,695.5,2906.9,18.7,61.8,Normal,0
2025-01-01 12:00:00,WTG_NX_001,6.91,839.04,687.3,741.9,21.5,29.6,Normal,0
2025-01-01 12:10:00,WTG_NX_001,10.91,3447.31,686.7,3051.1,23.6,66.8,Normal,0
2025-01-01 12:20:00,WTG_NX_001,0.45,33.44,693.4,29.3,21.9,20.4,Normal,0
2025-01-01 12:30:00,WTG_NX_001,9.05,1945.78,684.1,1728.7,18.7,46.7,Normal,0
2025-01-01 12:40:00,WTG_NX_001,7.22,1018.99,690.1,897.4,15.1,29.9,Normal,0
2025-01-01 12:50:00,WTG_NX_001,6.25,637.51,678.4,571.1,23.9,32.4,Normal,0
2025-01-01 13:00:00,WTG_NX_001,7.23,1044.08,684.5,927.0,4.1,18.6,Normal,0
2025-01-01 13:10:00,WTG_NX_001,2.03,14.58,681.5,13.0,15.1,20.8,Normal,0
2025-01-01 13:20:00,WTG_NX_001,6.45,683.78,693.7,599.1,16.7,21.6,Normal,0
2025-01-01 13:30:00,WTG_NX_001,7.89,1271.93,688.7,1122.5,18.0,34.6,Normal,0
2025-01-01 13:40:00,WTG_NX_001,10.69,3198.72,689.2,2820.5,13.7,57.0,Normal,0
2025-01-01 13:50:00,WTG_NX_001,5.7,385.9,679.7,345.0,23.7,29.9,Normal,0
2025-01-01 14:00:00,WTG_NX_001,4.98,318.52,683.0,283.4,16.5,20.2,Normal,0
2025-01-01 14:10:00,WTG_NX_001,5.75,414.15,686.3,366.7,23.3,31.6,Normal,0
2025-01-01 14:20:00,WTG_NX_001,9.29,2065.95,693.8,1809.8,10.4,38.9,Normal,0
2025-01-01 14:30:00,WTG_NX_001,7.82,1206.04,691.5,1059.9,18.8,37.3,Normal,0
2025-01-01 14:40:00,WTG_NX_001,5.68,432.38,693.1,379.1,18.6,24.0,Normal,0
2025-01-01 14:50:00,WTG_NX_001,8.28,1470.8,685.8,1303.5,19.9,39.4,Normal,0
2025-01-01 15:00:00,WTG_NX_001,7.24,1001.46,690.4,881.5,24.0,39.1,Normal,0
2025-01-01 15:10:00,WTG_NX_001,9.42,2125.4,694.3,1860.4,14.1,43.1,Normal,0
2025-01-01 15:20:00,WTG_NX_001,5.24,406.71,680.4,363.3,20.5,25.0,Normal,0
2025-01-01 15:30:00,WTG_NX_001,6.18,576.97,696.8,503.3,16.7,22.7,Normal,0
2025-01-01 15:40:00,WTG_NX_001,6.02,571.85,693.4,501.2,19.3,29.1,Normal,0
2025-01-01 15:50:00,WTG_NX_001,3.34,123.68,679.1,110.7,17.4,17.9,Normal,0
2025-01-01 16:00:00,WTG_NX_001,7.74,1231.62,676.9,1105.9,32.7,50.4,Normal,0
2025-01-01 16:10:00,WTG_NX_001,7.65,1174.53,695.9,1025.7,31.7,48.8,Normal,0
2025-01-01 16:20:00,WTG_NX_001,7.01,945.57,690.7,832.1,19.3,30.8,Normal,0
2025-01-01 16:30:00,WTG_NX_001,6.41,645.7,686.6,571.6,13.2,21.7,Normal,0
2025-01-01 16:40:00,WTG_NX_001,3.46,23.78,691.0,20.9,19.8,20.4,Normal,0
2025-01-01 16:50:00,WTG_NX_001,5.95,522.0,705.4,449.8,26.8,31.1,Normal,0
2025-01-01 17:00:00,WTG_NX_001,6.14,615.39,687.0,544.4,14.9,20.4,Normal,0
2025-01-01 17:10:00,WTG_NX_001,4.99,346.02,686.6,306.3,24.8,31.4,Normal,0
2025-01-01 17:20:00,WTG_NX_001,6.6,816.29,685.7,723.5,22.4,34.5,Normal,0
2025-01-01 17:30:00,WTG_NX_001,8.01,1314.69,686.1,1164.5,28.0,46.0,Normal,0
2025-01-01 17:40:00,WTG_NX_001,11.72,4219.23,685.9,3738.6,13.9,68.8,Normal,0
2025-01-01 17:50:00,WTG_NX_001,7.44,1064.74,684.7,945.1,20.0,30.8,Normal,0
2025-01-01 18:00:00,WTG_NX_001,7.64,1107.08,693.4,970.4,23.0,36.8,Normal,0
2025-01-01 18:10:00,WTG_NX_001,6.81,772.97,684.9,685.9,18.1,29.7,Normal,0
2025-01-01 18:20:00,WTG_NX_001,2.2,46.41,687.5,41.0,14.2,15.4,Normal,0
2025-01-01 18:30:00,WTG_NX_001,6.93,826.92,687.4,731.1,26.6,39.2,Normal,0
2025-01-01 18:40:00,WTG_NX_001,7.15,960.02,683.6,853.5,21.1,36.0,Normal,0
2025-01-01 18:50:00,WTG_NX_001,13.16,4481.22,696.8,3908.8,26.5,88.4,Warning,101
2025-01-01 19:00:00,WTG_NX_001,6.52,736.75,692.9,646.2,27.1,37.7,Normal,0
2025-01-01 19:10:00,WTG_NX_001,7.75,1188.95,687.8,1050.7,21.2,34.4,Normal,0
2025-01-01 19:20:00,WTG_NX_001,6.91,853.26,695.5,745.6,9.0,23.3,Normal,0
2025-01-01 19:30:00,WTG_NX_001,4.08,232.77,687.7,205.7,22.7,25.8,Normal,0
2025-01-01 19:40:00,WTG_NX_001,9.86,2555.58,694.9,2235.1,13.0,47.7,Normal,0
2025-01-01 19:50:00,WTG_NX_001,8.88,1813.12,690.4,1596.0,16.4,43.8,Normal,0
2025-01-01 20:00:00,WTG_NX_001,8.98,1936.29,686.3,1714.7,13.3,38.3,Normal,0
2025-01-01 20:10:00,WTG_NX_001,4.73,296.7,691.2,260.9,26.3,31.8,Normal,0
2025-01-01 20:20:00,WTG_NX_001,10.51,3069.15,691.6,2696.9,13.1,53.1,Normal,0
2025-01-01 20:30:00,WTG_NX_001,3.5,164.22,689.7,144.7,22.5,24.0,Normal,0
2025-01-01 20:40:00,WTG_NX_001,8.47,1529.32,689.4,1348.2,21.5,40.5,Normal,0
2025-01-01 20:50:00,WTG_NX_001,12.48,4488.21,685.3,3980.3,25.6,84.7,Warning,101
2025-01-01 21:00:00,WTG_NX_001,4.52,313.71,697.6,273.3,19.6,21.7,Normal,0
2025-01-01 21:10:00,WTG_NX_001,5.58,349.19,682.6,310.9,13.1,20.6,Normal,0
2025-01-01 21:20:00,WTG_NX_001,7.25,997.82,691.9,876.4,8.9,19.6,Normal,0
2025-01-01 21:30:00,WTG_NX_001,5.74,537.19,691.4,472.2,19.3,27.5,Normal,0
2025-01-01 21:40:00,WTG_NX_001,3.12,161.14,688.9,142.2,20.3,22.9,Normal,0
2025-01-01 21:50:00,WTG_NX_001,7.17,1080.07,679.5,966.0,23.4,37.7,Normal,0
2025-01-01 22:00:00,WTG_NX_001,4.34,241.84,686.7,214.0,19.8,24.4,Normal,0
2025-01-01 22:10:00,WTG_NX_001,8.18,1583.1,694.0,1386.3,15.8,35.7,Normal,0
2025-01-01 22:20:00,WTG_NX_001,4.7,247.95,681.0,221.3,18.3,23.1,Normal,0
2025-01-01 22:30:00,WTG_NX_001,10.87,3285.46,695.2,2872.0,22.4,64.1,Normal,0
2025-01-01 22:40:00,WTG_NX_001,5.04,326.69,698.0,284.5,23.7,28.0,Normal,0
2025-01-01 22:50:00,WTG_NX_001,6.19,607.22,690.4,534.5,17.4,21.2,Normal,0
2025-01-01 23:00:00,WTG_NX_001,9.03,2022.01,690.8,1779.0,22.0,48.6,Normal,0
2025-01-01 23:10:00,WTG_NX_001,3.92,120.45,689.1,106.2,12.0,18.2,Normal,0
2025-01-01 23:20:00,WTG_NX_001,7.57,1067.35,684.8,947.2,17.8,34.6,Normal,0
2025-01-01 23:30:00,WTG_NX_001,10.27,2819.81,683.8,2506.2,26.3,65.3,Normal,0
2025-01-01 23:40:00,WTG_NX_001,2.98,26.92,693.6,23.6,32.0,36.7,Normal,0
2025-01-01 23:50:00,WTG_NX_001,7.46,1047.5,698.1,911.9,21.9,36.6,Normal,0
2025-01-02 00:00:00,WTG_NX_001,7.65,1081.13,689.1,953.4,15.9,31.9,Normal,0
2025-01-02 00:10:00,WTG_NX_001,8.95,1923.38,679.6,1720.0,19.9,47.9,Normal,0
2025-01-02 00:20:00,WTG_NX_001,3.91,146.05,693.6,128.0,21.8,24.4,Normal,0
2025-01-02 00:30:00,WTG_NX_001,3.7,118.22,683.9,105.1,14.4,17.4,Normal,0
2025-01-02 00:40:00,WTG_NX_001,8.3,1492.62,689.3,1316.0,17.9,37.0,Normal,0
2025-01-02 00:50:00,WTG_NX_001,7.74,1261.01,688.3,1113.4,13.3,31.5,Normal,0
2025-01-02 01:00:00,WTG_NX_001,7.63,1144.8,690.2,1008.1,28.0,43.1,Normal,0
2025-01-02 01:10:00,WTG_NX_001,7.87,1281.97,684.1,1138.9,18.9,37.2,Normal,0
2025-01-02 01:20:00,WTG_NX_001,5.3,309.92,691.0,272.6,20.5,24.7,Normal,0
2025-01-02 01:30:00,WTG_NX_001,7.58,1186.31,691.7,1042.4,27.4,41.0,Normal,0
2025-01-02 01:40:00,WTG_NX_001,7.73,1210.89,690.4,1065.9,14.7,32.6,Normal,0
2025-01-02 01:50:00,WTG_NX_001,5.21,485.39,689.9,427.6,22.5,29.1,Normal,0
2025-01-02 02:00:00,WTG_NX_001,11.66,4097.27,680.9,3657.1,16.5,68.5,Normal,0
2025-01-02 02:10:00,WTG_NX_001,8.18,1512.98,689.4,1333.7,18.3,40.1,Normal,0
2025-01-02 02:20:00,WTG_NX_001,4.02,113.31,686.2,100.4,20.3,23.9,Normal,0
2025-01-02 02:30:00,WTG_NX_001,8.64,1705.51,691.2,1499.5,20.4,43.7,Normal,0
2025-01-02 02:40:00,WTG_NX_001,4.56,257.54,684.9,228.6,20.2,21.5,Normal,0
2025-01-02 02:50:00,WTG_NX_001,8.97,1882.13,687.6,1663.6,32.7,57.6,Normal,0
2025-01-02 03:00:00,WTG_NX_001,9.9,2453.92,689.3,2163.5,22.6,58.4,Normal,0
2025-01-02 03:10:00,WTG_NX_001,4.95,286.05,682.1,254.9,24.1,25.1,Normal,0
2025-01-02 03:20:00,WTG_NX_001,9.41,2147.0,688.7,1894.6,19.7,49.4,Normal,0
2025-01-02 03:30:00,WTG_NX_001,8.03,1315.19,688.6,1160.7,19.9,37.6,Normal,0
2025-01-02 03:40:00,WTG_NX_001,9.06,1938.44,692.2,1702.0,24.2,50.5,Normal,0
2025-01-02 03:50:00,WTG_NX_001,11.74,4238.61,682.1,3776.7,20.3,77.9,Warning,101
2025-01-02 04:00:00,WTG_NX_001,6.39,714.81,686.5,632.8,16.7,25.0,Normal,0
2025-01-02 04:10:00,WTG_NX_001,5.12,375.46,695.2,328.2,18.0,24.7,Normal,0
2025-01-02 04:20:00,WTG_NX_001,4.78,289.91,689.4,255.6,18.9,24.3,Normal,0
2025-01-02 04:30:00,WTG_NX_001,4.96,334.14,701.4,289.5,15.7,21.1,Normal,0
2025-01-02 04:40:00,WTG_NX_001,6.81,794.99,685.7,704.7,19.9,30.8,Normal,0
2025-01-02 04:50:00,WTG_NX_001,7.85,1407.03,689.1,1241.0,14.3,33.5,Normal,0
2025-01-02 05:00:00,WTG_NX_001,7.69,1081.33,689.5,953.1,20.1,36.0,Normal,0
2025-01-02 05:10:00,WTG_NX_001,9.07,1990.45,687.5,1759.6,19.2,44.1,Normal,0
2025-01-02 05:20:00,WTG_NX_001,7.03,849.33,691.5,746.4,13.6,24.0,Normal,0
2025-01-02 05:30:00,WTG_NX_001,10.63,3081.64,692.7,2703.6,29.0,67.0,Normal,0
2025-01-02 05:40:00,WTG_NX_001,6.34,570.48,689.4,502.9,20.1,28.1,Normal,0
2025-01-02 05:50:00,WTG_NX_001,13.8,4477.68,689.0,3949.7,21.8,83.2,Warning,101
2025-01-02 06:00:00,WTG_NX_001,8.56,1538.03,688.2,1358.3,21.1,39.6,Normal,0
2025-01-02 06:10:00,WTG_NX_001,4.86,384.96,686.8,340.6,19.8,26.0,Normal,0
2025-01-02 06:20:00,WTG_NX_001,4.32,180.79,680.8,161.4,17.9,22.3,Normal,0
2025-01-02 06:30:00,WTG_NX_001,8.21,1422.26,685.8,1260.5,24.6,42.9,Normal,0
2025-01-02 06:40:00,WTG_NX_001,6.44,670.47,690.7,589.9,23.9,37.5,Normal,0
2025-01-02 06:50:00,WTG_NX_001,8.79,1806.97,695.8,1578.3,17.5,39.1,Normal,0
2025-01-02 07:00:00,WTG_NX_001,8.18,1430.11,690.5,1258.7,14.6,33.1,Normal,0
2025-01-02 07:10:00,WTG_NX_001,6.82,845.29,691.8,742.6,22.5,34.2,Normal,0
2025-01-02 07:20:00,WTG_NX_001,4.88,277.85,687.4,245.6,14.0,21.3,Normal,0
2025-01-02 07:30:00,WTG_NX_001,3.21,87.04,688.9,76.8,15.4,22.4,Normal,0
2025-01-02 07:40:00,WTG_NX_001,5.88,476.76,687.9,421.2,22.1,29.6,Normal,0
2025-01-02 07:50:00,WTG_NX_001,9.14,2036.96,699.0,1771.0,22.5,47.0,Normal,0
2025-01-02 08:00:00,WTG_NX_001,7.54,1101.34,691.5,967.9,30.3,42.1,Normal,0
2025-01-02 08:10:00,WTG_NX_001,3.89,212.91,690.9,187.3,24.2,26.8,Normal,0
2025-01-02 08:20:00,WTG_NX_001,7.43,1027.31,693.8,900.0,23.3,38.7,Normal,0
2025-01-02 08:30:00,WTG_NX_001,7.96,1314.4,687.0,1162.8,12.2,31.3,Normal,0
2025-01-02 08:40:00,WTG_NX_001,4.79,307.46,685.2,272.7,17.3,20.5,Normal,0
2025-01-02 08:50:00,WTG_NX_001,7.38,974.42,685.9,863.4,14.3,26.5,Normal,0
2025-01-02 09:00:00,WTG_NX_001,7.15,913.17,681.9,813.9,30.1,44.8,Normal,0
2025-01-02 09:10:00,WTG_NX_001,4.14,146.18,691.4,128.5,22.1,26.4,Normal,0
2025-01-02 09:20:00,WTG_NX_001,7.89,1240.33,695.5,1083.9,17.3,30.8,Normal,0
2025-01-02 09:30:00,WTG_NX_001,8.4,1580.79,696.5,1379.5,32.9,51.2,Normal,0
2025-01-02 09:40:00,WTG_NX_001,9.71,2417.31,688.0,2135.5,23.9,53.0,Normal,0
2025-01-02 09:50:00,WTG_NX_001,9.63,2265.79,686.1,2007.0,20.4,49.2,Normal,0
2025-01-02 10:00:00,WTG_NX_001,3.56,150.03,695.1,131.2,23.0,28.2,Normal,0
2025-01-02 10:10:00,WTG_NX_001,4.66,283.55,683.9,252.0,26.8,29.4,Normal,0
2025-01-02 10:20:00,WTG_NX_001,8.29,1527.88,697.9,1330.6,22.3,39.2,Normal,0
2025-01-02 10:30:00,WTG_NX_001,8.28,1434.77,696.6,1251.8,19.2,38.1,Normal,0
2025-01-02 10:40:00,WTG_NX_001,8.29,1520.32,693.5,1332.4,21.4,41.0,Normal,0
2025-01-02 10:50:00,WTG_NX_001,16.63,4484.37,694.3,3925.4,22.8,81.1,Warning,101
2025-01-02 11:00:00,WTG_NX_001,8.43,1612.66,689.4,1421.8,15.7,35.6,Normal,0
2025-01-02 11:10:00,WTG_NX_001,9.84,2431.4,688.6,2145.8,26.2,56.7,Normal,0
2025-01-02 11:20:00,WTG_NX_001,9.39,2162.07,686.7,1913.5,18.7,44.4,Normal,0
2025-01-02 11:30:00,WTG_NX_001,8.63,1661.88,689.0,1465.8,22.7,45.1,Normal,0
2025-01-02 11:40:00,WTG_NX_001,6.21,564.28,695.4,493.2,21.1,28.8,Normal,0
2025-01-02 11:50:00,WTG_NX_001,8.9,1833.8,687.4,1621.3,21.1,46.4,Normal,0
2025-01-02 12:00:00,WTG_NX_001,5.07,251.63,687.3,222.5,18.7,22.6,Normal,0
2025-01-02 12:10:00,WTG_NX_001,6.41,744.88,686.1,659.8,17.5,26.4,Normal,0
2025-01-02 12:20:00,WTG_NX_001,5.79,464.51,688.3,410.2,23.9,27.9,Normal,0
2025-01-02 12:30:00,WTG_NX_001,7.2,995.29,681.5,887.6,17.2,29.8,Normal,0
2025-01-02 12:40:00,WTG_NX_001,12.79,4583.74,688.6,4045.4,9.0,65.7,Normal,0
2025-01-02 12:50:00,WTG_NX_001,2.33,1.7,693.1,1.5,21.9,22.2,Normal,0
2025-01-02 13:00:00,WTG_NX_001,8.72,1782.24,687.3,1576.0,24.5,44.8,Normal,0
2025-01-02 13:10:00,WTG_NX_001,2.97,0.0,681.0,0.0,18.6,18.5,Normal,0
2025-01-02 13:20:00,WTG_NX_001,5.82,519.13,690.3,457.0,15.4,21.8,Normal,0
2025-01-02 13:30:00,WTG_NX_001,9.72,2318.37,696.8,2022.1,18.5,47.8,Normal,0
2025-01-02 13:40:00,WTG_NX_001,7.16,1035.62,683.8,920.5,14.4,26.0,Normal,0
2025-01-02 13:50:00,WTG_NX_001,4.31,204.47,692.2,179.5,23.7,31.5,Normal,0
2025-01-02 14:00:00,WTG_NX_001,5.21,256.18,693.0,224.7,17.2,19.4,Normal,0
2025-01-02 14:10:00,WTG_NX_001,8.7,1683.27,685.5,1492.5,28.4,52.5,Normal,0
2025-01-02 14:20:00,WTG_NX_001,5.17,361.88,696.8,315.7,12.4,14.5,Normal,0
2025-01-02 14:30:00,WTG_NX_001,7.54,1007.92,686.5,892.3,20.8,34.4,Normal,0
2025-01-02 14:40:00,WTG_NX_001,7.11,945.02,682.9,841.0,24.0,37.1,Normal,0
2025-01-02 14:50:00,WTG_NX_001,5.37,440.14,680.5,393.1,21.6,25.1,Normal,0
2025-01-02 15:00:00,WTG_NX_001,12.36,4480.13,692.7,3930.9,20.5,77.7,Warning,101
2025-01-02 15:10:00,WTG_NX_001,8.58,1647.94,682.3,1467.8,25.8,47.4,Normal,0
2025-01-02 15:20:00,WTG_NX_001,1.94,55.93,687.4,49.4,17.4,16.6,Normal,0
2025-01-02 15:30:00,WTG_NX_001,7.47,1127.63,686.5,998.4,23.2,37.4,Normal,0
2025-01-02 15:40:00,WTG_NX_001,5.35,298.98,687.1,264.4,14.1,18.1,Normal,0
2025-01-02 15:50:00,WTG_NX_001,9.13,1923.08,694.6,1682.6,19.5,44.4,Normal,0
2025-01-02 16:00:00,WTG_NX_001,5.02,361.98,694.8,316.6,19.9,23.1,Normal,0
2025-01-02 16:10:00,WTG_NX_001,6.71,699.16,686.6,618.9,16.9,26.4,Normal,0
2025-01-02 16:20:00,WTG_NX_001,8.26,1451.66,693.4,1272.3,16.9,35.9,Normal,0
2025-01-02 16:30:00,WTG_NX_001,9.16,2063.58,691.7,1813.1,19.7,45.7,Normal,0
2025-01-02 16:40:00,WTG_NX_001,4.0,134.91,685.7,119.6,17.3,20.6,Normal,0
2025-01-02 16:50:00,WTG_NX_001,6.16,598.73,683.3,532.6,28.8,37.5,Normal,0
2025-01-02 17:00:00,WTG_NX_001,5.81,441.09,687.8,389.8,20.6,29.8,Normal,0
2025-01-02 17:10:00,WTG_NX_001,5.37,347.11,694.9,303.6,27.0,30.3,Normal,0
2025-01-02 17:20:00,WTG_NX_001,11.41,3858.17,684.8,3424.0,19.0,70.3,Normal,0
2025-01-02 17:30:00,WTG_NX_001,8.01,1372.55,695.5,1199.5,16.3,30.3,Normal,0
2025-01-02 17:40:00,WTG_NX_001,3.85,147.29,691.5,129.5,21.2,22.5,Normal,0
2025-01-02 17:50:00,WTG_NX_001,9.29,2097.31,697.6,1827.3,21.9,48.6,Normal,0
2025-01-02 18:00:00,WTG_NX_001,12.31,4474.99,689.2,3946.4,28.2,87.0,Warning,101
2025-01-02 18:10:00,WTG_NX_001,9.58,2289.47,687.6,2023.7,25.5,59.8,Normal,0
2025-01-02 18:20:00,WTG_NX_001,3.2,107.99,690.4,95.1,20.2,16.8,Normal,0
2025-01-02 18:30:00,WTG_NX_001,5.79,542.58,690.7,477.4,22.1,27.9,Normal,0
2025-01-02 18:40:00,WTG_NX_001,10.17,2717.83,687.9,2401.0,25.1,60.4,Normal,0
2025-01-02 18:50:00,WTG_NX_001,5.23,476.85,692.2,418.7,13.6,19.6,Normal,0
2025-01-02 19:00:00,WTG_NX_001,8.11,1356.28,679.0,1213.9,28.0,47.6,Normal,0
2025-01-02 19:10:00,WTG_NX_001,8.94,1885.25,690.8,1658.5,13.1,37.0,Normal,0
2025-01-02 19:20:00,WTG_NX_001,4.68,309.48,684.7,274.7,7.3,11.0,Normal,0
